iter,energy
1250,-124865.71087921776
1251,-124865.72390141495
1252,-124865.74717049094
1253,-124865.78554731884
1254,-124865.788072417
1255,-124865.79038802108
1256,-124865.81154192745
1257,-124865.8323984172
1258,-124865.85065672256
1259,-124865.86447003188
1260,-124865.90560718898
1261,-124865.90560718898
1262,-124865.95779437636
1263,-124865.97946998107
1264,-124865.99094627557
1265,-124866.02782807351
1266,-124866.04575955473
1267,-124866.06597745272
1268,-124866.08428537252
1269,-124866.10579937453
1270,-124866.10579937453
1271,-124866.11588347431
1272,-124866.11738594921
1273,-124866.12837341578
1274,-124866.14466175225
1275,-124866.15908418466
1276,-124866.1614130311
1277,-124866.18396065001
1278,-124866.20904885398
1279,-124866.23650017784
1280,-124866.26543056605
1281,-124866.29168661681
1282,-124866.30298887826
1283,-124866.3221827295
1284,-124866.34229218094
1285,-124866.34724068848
1286,-124866.36333618333
1287,-124866.38157102643
1288,-124866.41100344351
1289,-124866.41492056432
1290,-124866.41777469259
1291,-124866.42222155089
1292,-124866.42289623713
1293,-124866.43905692163
