iter,energy
359,-124375.52556251345
360,-124391.23700296425
361,-124414.6001935814
362,-124414.6001935814
363,-124414.6001935814
364,-124416.7268499983
365,-124416.7268499983
366,-124416.82022241606
367,-124416.82022241606
368,-124422.74398357184
369,-124422.74398357184
370,-124422.74398357184
371,-124422.74398357184
372,-124422.74398357184
373,-124422.74398357184
374,-124422.74398357184
375,-124425.13156087547
376,-124432.85428443115
377,-124432.85428443115
378,-124432.85428443115
379,-124432.85428443115
380,-124432.85428443115
381,-124445.83154503562
382,-124463.47359741421
383,-124463.47359741421
384,-124463.74906798462
385,-124463.74906798462
386,-124468.24814891648
387,-124468.24814891648
388,-124476.12937364586
389,-124479.07474509283
390,-124502.76168229459
391,-124502.76168229459
392,-124502.76168229459
393,-124502.76168229459
394,-124502.76168229459
395,-124502.76168229459
396,-124517.85151542904
397,-124517.85151542904
398,-124517.85151542904
399,-124519.26807657476
400,-124519.26807657476
401,-124548.32815000463
402,-124548.32815000463
403,-124548.32815000463
404,-124548.671301957
405,-124548.671301957
406,-124548.671301957
407,-124554.89682023844
408,-124577.26501268927
409,-124577.26501268927
410,-124580.3479408019
411,-124581.81537497902
412,-124586.04654953713
413,-124586.04654953713
414,-124586.04654953713
415,-124586.04654953713
416,-124586.04654953713
417,-124586.04654953713
418,-124586.04654953713
419,-124586.04654953713
420,-124586.04654953713
421,-124586.04654953713
422,-124597.83642015647
423,-124597.83642015647
424,-124597.83642015647
425,-124604.36664846117
426,-124604.36664846117
427,-124604.36664846117
428,-124604.36664846117
429,-124604.88096930894
430,-124607.21998668645
431,-124607.21998668645
432,-124610.86721903093
433,-124610.86721903093
434,-124611.21575106005
435,-124611.21575106005
436,-124611.68201783087
437,-124614.25752155799
438,-124614.52727258296
439,-124614.52727258296
440,-124616.28755707372
441,-124618.09914807543
442,-124618.09914807543
443,-124621.10160908381
444,-124621.10160908381
445,-124621.58349746409
446,-124622.42254310366
447,-124622.43442008524
448,-124624.42159489045
449,-124625.78846221109
450,-124625.78846221109
451,-124626.7315186
452,-124627.27373871885
453,-124627.27373871885
454,-124628.99211956904
455,-124630.78847403686
456,-124631.7778476622
457,-124632.94837999555
458,-124633.00009436949
459,-124634.12596563189
460,-124634.12596563189
461,-124635.6232588258
462,-124635.6232588258
463,-124637.4578382085
464,-124638.08809491245
465,-124638.5228213238
466,-124639.78155549515
467,-124642.61491656657
468,-124643.04795340967
469,-124643.46023495296
470,-124644.33127028716
471,-124644.33127028716
472,-124645.40856077801
473,-124646.99026968257
474,-124648.55229604403
475,-124648.55229604403
476,-124649.58695995115
477,-124650.20930776202
478,-124650.56537412498
479,-124652.63763506892
480,-124652.6397359531
481,-124653.02157293494
482,-124654.19923317344
483,-124655.22800548517
484,-124655.47414778716
485,-124655.47414778716
486,-124656.6845926055
487,-124656.6845926055
488,-124659.25417882012
489,-124661.08669186296
490,-124662.46143494798
491,-124663.56555622599
492,-124663.9098960076
493,-124664.41803278275
494,-124664.66593939932
495,-124666.0619593274
496,-124666.59621695391
497,-124666.59621695391
498,-124668.54020552122
499,-124669.87146460674
500,-124671.07806383367
501,-124673.98800057861
502,-124673.98800057861
503,-124675.6997006511
504,-124678.05061412466
505,-124678.83570916805
506,-124682.52051122162
507,-124684.37219797897
508,-124684.37219797897
509,-124686.49663019282
510,-124686.49663019282
511,-124687.07900163182
512,-124687.47114949656
513,-124688.41495010133
514,-124689.49807688447
515,-124691.39764986036
516,-124692.97240023891
517,-124693.71918405953
518,-124694.2289218766
519,-124695.59208023183
520,-124696.43392630304
521,-124698.38566096367
522,-124699.71292289149
523,-124701.42581499527
524,-124701.60993738729
525,-124702.37949647858
526,-124703.31790755042
527,-124703.71939548136
528,-124703.71939548136
529,-124705.29994469725
530,-124705.57484650485
531,-124705.73022814287
532,-124706.77632850391
533,-124707.04072182608
534,-124707.04072182608
535,-124708.67319272216
536,-124709.90289890174
537,-124710.44275401172
538,-124711.09391806374
539,-124713.39245157647
540,-124713.49961278844
541,-124715.43505115598
542,-124715.43505115598
543,-124715.77755708613
544,-124717.21032108234
545,-124718.1193756219
546,-124720.08157224048
547,-124721.89518045804
548,-124723.22920613067
549,-124724.6856492874
550,-124726.24512023391
551,-124726.71974891731
552,-124727.49691050088
553,-124729.08969996027
554,-124729.46132817017
555,-124730.7455203351
556,-124733.1269083324
557,-124733.62719994699
558,-124734.20317215705
559,-124736.37243108597
560,-124737.34353947597
561,-124738.08444902522
562,-124739.68465277654
563,-124739.82814745264
564,-124739.86286959935
565,-124740.05112794024
566,-124741.89376653376
567,-124742.26207894296
568,-124742.26207894296
569,-124743.76882604278
570,-124745.33750094599
571,-124745.33750094599
572,-124747.84214747572
573,-124749.03819371603
574,-124750.1737712939
575,-124752.44537510097
576,-124752.97557464789
577,-124753.24719411481
578,-124753.34619414392
579,-124754.57159572381
580,-124755.32715943384
581,-124756.83348890232
582,-124757.5740779006
583,-124758.28394767968
584,-124759.67686289133
585,-124760.87903179889
586,-124761.53529460359
587,-124762.30843949968
588,-124762.30843949968
589,-124762.74742403973
590,-124762.74742403973
591,-124763.88687354235
592,-124764.20867059457
593,-124764.55560722647
594,-124765.30223900318
595,-124765.50520079272
596,-124767.66958940729
597,-124768.69132088621
598,-124769.14193518962
599,-124770.19701632729
600,-124770.95749169399
601,-124771.72410998459
602,-124772.09877142297
603,-124772.45398606807
604,-124773.88830558833
605,-124774.44983154991
606,-124774.44983154991
607,-124775.24223927071
608,-124775.4489103308
609,-124776.59071315774
610,-124776.74448403512
611,-124778.08952320353
612,-124778.26469234443
613,-124778.96000616693
614,-124778.96000616693
615,-124779.19413890551
616,-124779.21227704066
617,-124780.75798316381
618,-124781.37615279232
619,-124782.10027944215
620,-124782.10027944215
621,-124782.31629933906
622,-124782.58900969768
623,-124782.870553506
624,-124783.23111991135
625,-124784.00639485092
626,-124784.25569729778
627,-124784.26520821486
628,-124784.79683382885
629,-124784.83088182693
630,-124784.83088182693
631,-124786.41569979269
632,-124787.3276250855
633,-124788.47537959866
634,-124788.47537959866
635,-124789.47162946996
636,-124789.83749223356
637,-124790.38106911407
638,-124791.19298952886
639,-124791.36260775349
640,-124792.34414205217
641,-124793.29896051601
642,-124793.76198164305
643,-124793.76198164305
644,-124793.89572972119
645,-124793.89572972119
646,-124794.60808932924
647,-124795.0669967069
648,-124795.9107103053
649,-124796.30481088419
650,-124796.30481088419
651,-124796.30481088419
652,-124797.72211440785
653,-124797.91987702948
654,-124799.08356468024
655,-124799.42938511724
656,-124800.6125119917
657,-124801.9799468172
658,-124801.9799468172
659,-124802.56726296981
660,-124803.40873392981
661,-124803.92673552105
662,-124804.13889435865
663,-124804.3722986726
664,-124804.3722986726
665,-124804.4309688801
666,-124804.66482677007
667,-124805.72826511035
668,-124805.91995144129
669,-124805.91995144129
670,-124806.2850280418
671,-124806.4550293425
672,-124807.31147620449
673,-124807.47354676544
674,-124808.04151543109
675,-124808.31821972087
676,-124809.265871245
677,-124809.77840725682
678,-124810.62938076425
679,-124811.89182703973
680,-124812.39473077559
681,-124812.62013946059
682,-124812.62013946059
683,-124812.8650865151
684,-124813.48107247918
685,-124813.5721287684
686,-124814.56014935003
687,-124814.56014935003
688,-124815.10808351284
689,-124816.38423950803
690,-124816.43602577946
691,-124817.28274814846
692,-124817.55540420144
693,-124817.55540420144
694,-124817.89404175745
695,-124818.16158783105
696,-124818.45918633744
697,-124818.75942646485
698,-124818.88734831676
699,-124819.91637029684
700,-124820.39776737688
701,-124820.77047662466
702,-124821.09357128158
703,-124821.59543116808
704,-124821.79740930648
705,-124821.79740930648
706,-124821.9245590328
707,-124822.38067563587
708,-124822.9416966669
709,-124823.21359107144
710,-124823.2172691828
711,-124823.2172691828
712,-124823.25903903088
713,-124823.89766635392
714,-124824.21935523741
715,-124824.72166103798
716,-124824.72166103798
717,-124824.72166103798
718,-124824.72166103798
719,-124825.20660745304
720,-124825.20660745304
721,-124825.30149667762
722,-124826.34436604998
723,-124826.71318348397
724,-124827.20841812195
725,-124827.65447793147
726,-124827.65447793147
727,-124827.67800174847
728,-124828.29320544918
729,-124828.4122755388
730,-124828.74896156423
731,-124829.30044761577
732,-124830.07640561869
733,-124830.42971376049
734,-124830.61851292002
735,-124830.61851292002
736,-124830.71615959128
737,-124830.71615959128
738,-124831.3906355473
739,-124831.81248648185
740,-124831.81248648185
741,-124831.81248648185
742,-124831.81248648185
743,-124831.90079591758
744,-124831.98180332044
745,-124831.98620603875
746,-124831.98620603875
747,-124832.48874328299
748,-124832.53441040128
749,-124832.59733011185
750,-124832.82974784945
751,-124832.82974784945
752,-124833.07258183148
753,-124833.2734801122
754,-124833.2734801122
755,-124833.2734801122
756,-124833.2734801122
757,-124833.30822895441
758,-124833.30822895441
759,-124833.6797759931
760,-124833.829618163
761,-124834.4656782066
762,-124834.64959449758
763,-124834.85296037517
764,-124835.13009046244
765,-124835.9722386375
766,-124836.14453434385
767,-124837.07309063392
768,-124837.75165356373
769,-124837.77445518386
770,-124837.7780152256
771,-124837.7780152256
772,-124837.7780152256
773,-124838.44288818137
774,-124838.62286169661
775,-124838.62286169661
776,-124838.65378919484
777,-124838.65378919484
778,-124838.74909640492
779,-124839.15251687918
780,-124840.13243773874
781,-124840.2405738402
782,-124840.2405738402
783,-124840.8311251231
784,-124841.1242908327
785,-124841.4201892528
786,-124841.72836165232
787,-124841.72836165232
788,-124842.05405003496
789,-124842.05405003496
790,-124842.05405003496
791,-124842.06038186513
792,-124842.06038186513
793,-124842.81881823213
794,-124843.25310015904
795,-124843.39563546059
796,-124843.45093106218
797,-124843.79706927911
798,-124844.13580807799
799,-124844.27832048494
800,-124844.46744143583
801,-124844.46744143583
802,-124844.46744143583
803,-124844.46744143583
804,-124844.46744143583
805,-124844.46744143583
806,-124844.48806399041
807,-124845.08262630316
808,-124845.08262630316
809,-124845.08262630316
810,-124845.11947121684
811,-124845.11947121684
812,-124845.18042794676
813,-124845.18042794676
814,-124845.22910162206
815,-124845.39314774895
816,-124845.58119541341
817,-124845.82865479661
818,-124845.82865479661
819,-124845.82865479661
820,-124845.85711663225
821,-124845.85711663225
822,-124845.91304270248
823,-124846.06603017704
824,-124846.44940124707
825,-124846.65550983773
826,-124846.65550983773
827,-124847.20364947486
828,-124847.20364947486
829,-124847.20364947486
830,-124847.37471396453
831,-124847.65803059419
832,-124847.71145125575
833,-124847.71145125575
834,-124847.71145125575
835,-124848.23975194886
836,-124848.34932535105
837,-124848.34932535105
838,-124848.37123658568
839,-124848.47115989897
840,-124848.47115989897
841,-124848.47115989897
842,-124848.47115989897
843,-124848.49598376881
844,-124848.85526879982
845,-124849.19164901137
846,-124849.26343936432
847,-124849.71148998773
848,-124849.71148998773
849,-124849.71148998773
850,-124850.0677620929
851,-124850.1102304139
852,-124850.1102304139
853,-124850.1102304139
854,-124850.18959833501
855,-124850.31847996988
856,-124850.41097644484
857,-124850.41097644484
858,-124851.22321785131
859,-124851.22321785131
860,-124851.22321785131
861,-124851.31626014615
862,-124851.34537390924
863,-124851.35876650274
864,-124851.35876650274
865,-124851.35876650274
866,-124851.46603821598
867,-124851.5901461966
868,-124851.5901461966
869,-124851.5901461966
870,-124851.68132025677
871,-124851.68132025677
872,-124851.68132025677
873,-124851.88220119207
874,-124851.88220119207
875,-124851.88220119207
876,-124851.88220119207
877,-124852.01983914376
878,-124852.07779221963
879,-124852.07779221963
880,-124852.28020495422
881,-124852.5671088678
882,-124852.5671088678
883,-124852.74752419893
884,-124852.85288817619
885,-124852.85288817619
886,-124853.3788809909
887,-124853.43497785328
888,-124853.43497785328
889,-124853.43497785328
890,-124853.55599563962
891,-124853.73873149135
892,-124853.73873149135
893,-124853.73873149135
894,-124853.73873149135
895,-124853.74532922168
896,-124854.194468214
897,-124854.194468214
898,-124854.53103504628
899,-124854.53103504628
900,-124854.66391931265
901,-124854.66391931265
902,-124854.66391931265
903,-124854.66391931265
904,-124854.7771059019
905,-124854.7771059019
906,-124854.7855197611
907,-124854.79362212963
908,-124854.79362212963
909,-124854.81137821014
910,-124854.81137821014
911,-124854.81137821014
912,-124854.8739291795
913,-124854.8739291795
914,-124854.8739291795
915,-124854.8739291795
916,-124854.93434522246
917,-124854.94644001278
918,-124854.94644001278
919,-124854.94644001278
920,-124855.186403229
921,-124855.186403229
922,-124855.186403229
923,-124855.27448199045
924,-124855.27448199045
925,-124855.27448199045
926,-124855.27448199045
927,-124855.27448199045
928,-124855.27448199045
929,-124855.69493499745
930,-124855.69493499745
931,-124855.81522294317
932,-124855.81522294317
933,-124855.81522294317
934,-124855.81522294317
935,-124855.81522294317
936,-124855.81522294317
937,-124855.94705032646
938,-124855.94705032646
939,-124856.00353774085
940,-124856.06929977298
941,-124856.10692748353
942,-124856.10692748353
943,-124856.18702484712
944,-124856.26829183598
945,-124856.28211546614
946,-124856.28211546614
947,-124856.28211546614
948,-124856.37918897114
949,-124856.4349263288
950,-124856.4349263288
951,-124856.8666027608
952,-124856.8666027608
953,-124856.8666027608
954,-124856.8666027608
955,-124856.8666027608
956,-124856.88652675555
957,-124856.97001411258
958,-124856.97001411258
959,-124856.97001411258
960,-124856.97001411258
961,-124856.97001411258
962,-124856.97001411258
963,-124856.97001411258
964,-124857.0515379552
965,-124857.0515379552
966,-124857.11313283103
967,-124857.11313283103
968,-124857.11313283103
969,-124857.11313283103
970,-124857.11313283103
971,-124857.2481430053
972,-124857.27805737215
973,-124857.30706493561
974,-124857.39353656606
975,-124857.39353656606
976,-124857.55389608271
977,-124857.55389608271
978,-124857.55389608271
979,-124857.55389608271
980,-124857.55389608271
981,-124857.81819863387
982,-124858.07193812214
983,-124858.07193812214
984,-124858.07193812214
985,-124858.07193812214
986,-124858.17990702056
987,-124858.21644166217
988,-124858.21644166217
989,-124858.21644166217
990,-124858.44278011107
991,-124858.44278011107
992,-124858.58173513459
993,-124858.58173513459
994,-124858.99508397939
995,-124858.99508397939
996,-124859.01276942853
997,-124859.01276942853
998,-124859.05608341454
999,-124859.05608341454
1000,-124859.05608341454
1001,-124859.05608341454
1002,-124859.05608341454
1003,-124859.05608341454
1004,-124859.21962998658
1005,-124859.21962998658
1006,-124859.62924259451
1007,-124859.62924259451
1008,-124859.79601018895
1009,-124859.79601018895
1010,-124860.0449145537
1011,-124860.0449145537
1012,-124860.04645435356
1013,-124860.04645435356
1014,-124860.09186824913
1015,-124860.09186824913
1016,-124860.44887673517
1017,-124860.44887673517
1018,-124860.56984078097
1019,-124860.56984078097
1020,-124860.56984078097
1021,-124860.59093118463
1022,-124860.59093118463
1023,-124860.59093118463
1024,-124860.59093118463
1025,-124860.6669392507
1026,-124860.6669392507
1027,-124860.6669392507
1028,-124860.6669392507
1029,-124860.6669392507
1030,-124860.6669392507
1031,-124860.6669392507
1032,-124860.6669392507
1033,-124860.6669392507
1034,-124860.68043618034
1035,-124860.68043618034
1036,-124860.68043618034
1037,-124860.75649120154
1038,-124860.915253505
1039,-124860.96773509195
1040,-124860.96773509195
1041,-124860.96773509195
1042,-124860.96773509195
1043,-124861.31186699585
1044,-124861.31186699585
1045,-124861.37241904254
1046,-124861.37241904254
1047,-124861.37241904254
1048,-124861.42836824652
1049,-124861.42836824652
1050,-124861.42836824652
1051,-124861.42836824652
1052,-124861.42836824652
1053,-124861.54420889023
1054,-124861.78804795544
1055,-124861.78804795544
1056,-124861.7957536806
1057,-124861.80086689422
1058,-124861.80086689422
1059,-124861.96904289717
1060,-124861.96904289717
1061,-124861.97115223056
1062,-124861.97115223056
1063,-124861.97115223056
1064,-124862.04961515748
1065,-124862.12764257695
1066,-124862.18600433526
1067,-124862.2066375024
1068,-124862.2066375024
1069,-124862.2066375024
1070,-124862.2066375024
1071,-124862.2066375024
1072,-124862.2066375024
1073,-124862.33646535959
1074,-124862.33646535959
1075,-124862.33646535959
1076,-124862.33646535959
1077,-124862.33646535959
1078,-124862.44059133632
1079,-124862.58127414118
1080,-124862.58127414118
1081,-124862.58127414118
1082,-124862.61382307952
1083,-124862.61382307952
1084,-124862.65196422506
1085,-124862.66556427031
1086,-124862.81143318991
1087,-124862.81143318991
1088,-124862.81143318991
1089,-124862.90664305002
1090,-124862.90664305002
1091,-124862.97629959928
1092,-124862.97629959928
1093,-124863.02541229367
1094,-124863.02541229367
1095,-124863.02541229367
1096,-124863.02541229367
1097,-124863.02541229367
1098,-124863.18395434214
1099,-124863.18395434214
1100,-124863.27034497875
1101,-124863.34541408575
1102,-124863.34541408575
1103,-124863.4493840497
1104,-124863.4493840497
1105,-124863.4493840497
1106,-124863.4493840497
1107,-124863.4493840497
1108,-124863.4493840497
1109,-124863.4493840497
1110,-124863.4493840497
1111,-124863.4493840497
1112,-124863.4493840497
1113,-124863.4493840497
1114,-124863.4493840497
1115,-124863.4493840497
1116,-124863.4493840497
1117,-124863.4493840497
1118,-124863.47771567889
1119,-124863.47771567889
1120,-124863.47771567889
1121,-124863.53302545265
1122,-124863.53302545265
1123,-124863.53302545265
1124,-124863.55610988937
1125,-124863.56866561834
1126,-124863.57987303096
1127,-124863.58193372848
1128,-124863.61950560933
1129,-124863.65685150352
1130,-124863.65685150352
1131,-124863.68453441211
1132,-124863.7093059209
1133,-124863.74089014977
1134,-124863.74089014977
1135,-124863.77485458045
1136,-124863.77572139635
1137,-124863.8058566008
1138,-124863.81140028161
1139,-124863.81140028161
1140,-124863.82346485574
1141,-124863.8353191275
1142,-124863.8353191275
1143,-124863.85707837803
1144,-124863.86300004939
1145,-124863.86507741634
1146,-124863.88161378646
1147,-124863.90633577913
1148,-124863.91421045223
1149,-124863.91421045223
1150,-124863.91629958859
1151,-124863.91629958859
1152,-124863.91831361155
1153,-124863.91831361155
1154,-124863.92747590718
1155,-124863.92747590718
1156,-124863.93416802303
1157,-124863.95909478111
1158,-124863.9606096394
1159,-124863.96061584106
1160,-124863.98263228545
1161,-124864.01159119612
1162,-124864.01159119612
1163,-124864.0285073535
1164,-124864.04719895154
1165,-124864.04719895154
1166,-124864.04719895154
1167,-124864.0707128581
1168,-124864.07978195144
1169,-124864.08183951023
1170,-124864.0838229234
1171,-124864.09014442767
1172,-124864.09469833142
1173,-124864.11385595605
1174,-124864.11385595605
1175,-124864.16406812095
1176,-124864.2209021699
1177,-124864.2581529486
1178,-124864.28385837693
1179,-124864.32028752183
1180,-124864.34612826756
1181,-124864.37772803285
1182,-124864.42493867518
1183,-124864.45272108677
1184,-124864.49505734365
1185,-124864.52444418598
1186,-124864.53429514205
1187,-124864.55404334779
1188,-124864.57709246557
1189,-124864.59454457268
1190,-124864.61465386552
1191,-124864.62342418302
1192,-124864.64302691391
1193,-124864.66926631785
1194,-124864.7002574389
1195,-124864.72277065736
1196,-124864.74268999041
1197,-124864.7441266042
1198,-124864.76733355918
1199,-124864.77101620148
1200,-124864.78995010555
1201,-124864.8161981697
1202,-124864.82348414788
1203,-124864.83486427569
1204,-124864.85275170709
1205,-124864.86303481058
1206,-124864.88997307963
1207,-124864.8975255633
1208,-124864.91453222027
1209,-124864.93200953277
1210,-124864.94114051052
1211,-124864.9617672653
1212,-124864.98584604653
1213,-124865.005751947
1214,-124865.02629126036
1215,-124865.03188796001
1216,-124865.04442630798
1217,-124865.060453993
1218,-124865.08176630858
1219,-124865.1069583792
1220,-124865.1378117124
1221,-124865.1569610613
1222,-124865.17264996447
1223,-124865.20199780152
1224,-124865.20465418098
1225,-124865.22230432996
1226,-124865.23994355195
1227,-124865.25561931226
1228,-124865.25874720885
1229,-124865.27051529964
1230,-124865.29568113941
1231,-124865.31331948291
1232,-124865.34161039797
1233,-124865.36650672756
1234,-124865.3822144309
1235,-124865.40105648949
1236,-124865.41106192164
1237,-124865.44568958756
1238,-124865.46610412633
1239,-124865.48852485728
1240,-124865.51474464608
1241,-124865.53996796746
1242,-124865.54842866973
1243,-124865.5755573775
1244,-124865.57755066731
1245,-124865.60246068142
1246,-124865.60246068142
1247,-124865.60448050352
1248,-124865.61467469354
1249,-124865.6590175905
